Time [d]	u [m/s]	v [m/s]	Tair [deg C]	sol [W/m2]	vap [mbar]	lw [W/m2]	precip [m/h]
48101	2.92204189300537	0	9.574548339844	113.896217346191	9.92558922305505	305.377777099609	1.89321104294828e-05
48102	2.85038161277771	0	7.81951293945303	34.7774085998535	9.73133549717785	318.578857421875	2.16405007651904e-05
48103	2.13509845733643	0	7.79039916992201	15.303111076355	10.4743970102705	320.532196044922	4.92075196234508e-05
48104	1.5928270816803	0	7.49019775390605	91.5576324462891	9.41810184939297	310.686462402344	1.70110838047953e-05
48105	2.92755961418152	0	9.07082519531201	135.108413696289	8.88450316709459	283.402954101562	0
48106	1.52521896362305	0	8.319177246094	154.898406982422	7.16875278293211	262.901702880859	0
48107	1.19845592975616	0	8.15957031250002	117.743911743164	8.57967218355519	289.906280517578	5.61179073580811e-07
48108	1.12951040267944	0	9.37062988281201	126.338035583496	9.549302365746	289.234649658203	0
48109	1.13132107257843	0	9.72573242187502	125.907005310059	9.47243461796902	290.747985839844	0
48110	1.70707523822784	0	8.90142211914105	58.3938522338867	10.4334365439354	309.440551757812	1.11913676745543e-06
48111	3.06585502624512	0	9.232171630859	24.0783882141113	10.8302500714543	324.485168457031	2.26740808607752e-05
48112	3.72851085662842	0	10.406854248047	62.1043472290039	11.6017768972338	325.699401855469	2.22580294778001e-05
48113	2.86420845985413	0	10.180688476562	43.4420852661133	12.0722261442826	324.991027832031	8.9388635792097e-06
48114	2.90145182609558	0	9.92125854492201	30.224271774292	11.5414328032019	327.438171386719	7.32790188825069e-06
48115	1.8839498758316	0	10.784844970703	76.6461791992188	11.3242527700911	302.116333007812	1.02979558707577e-05
48116	1.04604041576385	0	8.26018676757803	107.125778198242	8.82283616266467	278.887878417969	0
48117	0.771713018417358	0	8.25167236328105	86.3981399536133	9.51993844433376	292.644866943359	3.53129103637508e-06
48118	0.799431204795837	0	8.097650146484	58.1299667358398	9.77548097369646	300.499420166016	3.33302321248792e-06
48119	0.861535310745239	0	6.47820434570303	112.335296630859	8.13771808475609	267.913269042969	0
48120	1.0325483083725	0	5.86135253906201	122.852851867676	7.07144854155665	256.137542724609	0
48121	0.901979327201843	0	6.07329711914105	109.836540222168	7.47898025204611	267.901947021484	0
48122	0.835213005542755	0	4.924401855469	101.473892211914	7.44694930772045	272.557739257812	0
48123	1.03480958938599	0	4.46535644531201	106.386589050293	6.94935916159912	259.241241455078	0
48124	0.973085999488831	0	3.517816162109	91.2296371459961	6.42065772476218	267.252136230469	0
48125	1.59931910037994	0	3.86989746093803	111.140144348145	6.13652948993728	249.827529907227	0
48126	1.94588696956635	0	5.05007324218803	107.24373626709	6.36123880988818	256.408447265625	0
48127	4.35570621490479	0	9.48085937500002	71.6736831665039	8.26202408131597	283.923400878906	0
48128	4.00874328613281	0	5.335046386719	98.3515548706055	4.93168812919765	246.945846557617	0
48129	2.64263820648193	0	4.54155883789105	77.7531051635742	5.91570497679037	262.410308837891	0
48130	2.76324033737183	0	2.50353393554701	102.018424987793	3.94822095722917	234.285232543945	0
48131	1.37225186824799	0	0.601098632812011	90.330078125	3.96686357457659	247.639602661133	0
48132	1.88866305351257	0	2.310296630859	43.8362121582031	6.12200239244802	277.622192382812	0
48133	1.58803713321686	0	0.404290771484	70.7668838500977	4.81170558427424	258.841064453125	0
48134	4.06418418884277	0	-2.294683837891	40.3385810852051	4.00323578999094	275.940979003906	3.70712440498108e-06
48135	3.76726078987122	0	-3.01883544921895	40.9701690673828	3.2583107531839	270.390747070312	3.36663005226808e-06
48136	1.08067262172699	0	-1.90143432617197	71.6724243164062	3.58383978502396	263.248260498047	0
48137	2.82624340057373	0	-1.661138916016	22.5107326507568	5.12860572743322	280.587066650391	1.44590760303092e-05
48138	1.30042386054993	0	-0.385900878906	18.1233406066895	5.86790193527861	282.354064941406	1.86760816076356e-05
48139	1.01176369190216	0	-0.716680908202989	43.424259185791	5.45322336777342	277.987243652344	3.48774619851611e-06
48140	1.73321950435638	0	-3.367590332031	50.9818954467773	4.30518584269822	263.3095703125	8.79555045685264e-06
48141	1.76512014865875	0	-6.35379638671896	65.8039093017578	3.05232780432708	247.181793212891	0
48142	1.32397150993347	0	-5.23749389648395	21.9338397979736	3.83808196710672	279.682708740234	1.21680123912584e-05
48143	2.68661427497864	0	-0.869177246093955	12.8204822540283	5.6487182573363	287.233062744141	1.14553667016379e-05
48144	1.35269939899445	0	-0.532629394531	30.7625885009766	5.61516199849381	284.089416503906	1.92176634704487e-06
48145	1.27504980564117	0	-1.33676757812498	29.4487056732178	5.36953064644277	274.438415527344	8.52221925621658e-07
48146	1.73774814605713	0	-2.81134643554697	36.3754425048828	4.84072263130122	269.723999023438	3.28863027081956e-06
48147	3.00949835777283	0	-4.43955078124998	24.7126636505127	4.18197643944815	271.757995605469	1.51351287058787e-05
48148	2.06859254837036	0	-4.29547729492197	20.2783813476562	4.17716324983906	268.229339599609	9.09916303094684e-06
48149	1.25960028171539	0	-8.92468872070299	52.1192855834961	2.87522117625173	237.980545043945	7.49820628698217e-06
48150	1.58278405666351	0	-4.587561035156	49.9267120361328	3.9881488941071	253.493637084961	7.80767348058158e-06
48151	2.83931231498718	0	-0.378729248046966	11.8429651260376	5.46321098691068	274.453674316406	1.2929565653192e-05
48152	3.10454988479614	0	0.905236816406045	18.9353675842285	6.0722876464014	269.909027099609	4.06797173329525e-05
48153	3.41264367103577	0	1.07863769531201	49.0486526489258	5.25801338381099	247.614364624023	3.84502047583939e-06
48154	2.50695276260376	0	-1.40335693359395	44.2902183532715	4.59975010012808	238.602691650391	3.78177213001942e-07
48155	1.54382920265198	0	-3.64557495117197	25.0879669189453	4.45216951791946	261.597106933594	1.69097297152298e-05
48156	3.2448103427887	0	2.937982177734	22.7317752838135	6.31823459918188	267.220397949219	1.51327059130482e-06
48157	3.62260317802429	0	0.365258789062011	43.2938117980957	4.41304922253714	235.563552856445	0
48158	1.82361030578613	0	-7.13464965820299	41.5115852355957	2.9994145538509	228.500946044922	0
48159	2.52999639511108	0	-2.17462768554697	16.4885120391846	4.91770800600077	271.535461425781	6.29848121510197e-06
48160	3.85861802101135	0	0.228204345703034	7.27381181716919	5.8672926407865	270.368408203125	3.53396050437975e-05
48161	1.95377612113953	0	-0.958898925781	19.5957183837891	5.38235766519377	266.762878417969	5.276273845488e-06
48162	2.15848541259766	0	-1.29993286132799	12.686863899231	5.20330288536564	267.799377441406	1.80490880868294e-05
48163	2.47616028785706	0	-1.91818847656197	21.8338203430176	4.64614183041234	247.6474609375	1.86491029631321e-06
48164	2.35317659378052	0	-3.22888793945299	33.170539855957	4.29308663743264	229.995880126953	0
48165	1.48743331432343	0	-7.65439453124998	31.5061283111572	3.25558872012702	228.678192138672	0
48166	1.37524878978729	0	-8.176428222656	18.715991973877	3.16061403535219	253.298416137695	2.15372665479663e-06
48167	2.28852534294128	0	-5.15314331054697	12.8942470550537	4.043984534475	266.780731201172	1.68864405875663e-05
48168	2.26987051963806	0	-3.26834716796895	10.2874803543091	4.75575763550657	272.213073730469	2.83505667337319e-05
48169	4.07495021820068	0	-1.51264038085895	10.8376369476318	5.44424516705943	272.065368652344	2.6861024606559e-05
48170	1.54392302036285	0	-3.16242065429697	20.0203914642334	4.64924401614859	247.920349121094	1.82072173831532e-06
48171	1.80515384674072	0	-8.31497802734396	22.6377468109131	3.19112097771786	225.122222900391	0
48172	1.3745231628418	0	-9.56702270507799	21.346809387207	2.79730149247056	231.607864379883	0
48173	2.73911190032959	0	-5.27338256835895	9.76610088348389	3.95494591659479	261.38232421875	3.30429672127744e-05
48174	2.25037097930908	0	0.193505859375023	18.2977066040039	5.71872672906702	252.185806274414	6.21864678073003e-06
48175	2.64545464515686	0	-1.82376708984395	7.79198217391968	5.21695550167557	260.908355712891	4.11060965335411e-05
48176	1.96499907970428	0	-1.37375488281197	15.816312789917	5.25638098770642	247.819808959961	0
48177	1.7819961309433	0	-5.93771972656197	17.0934963226318	3.8638644132384	239.432418823242	6.43870912932067e-06
48178	3.05708169937134	0	-0.602880859374977	15.3969745635986	5.05575595206577	249.777923583984	2.29440775001422e-05
48179	1.87831449508667	0	-6.64853515624998	15.5112895965576	3.52838013720137	228.865173339844	0
48180	2.76351618766785	0	-2.09583129882799	7.29413557052612	5.12976649097391	267.484405517578	4.12071555426033e-05
48181	4.54264545440674	0	3.37844238281201	11.726523399353	6.93784742707341	272.419189453125	2.77804105684886e-05
48182	4.17520904541016	0	3.62224731445303	5.38940858840942	7.35796432026662	281.712951660156	3.25196378980764e-05
48183	3.52009868621826	0	2.69167480468803	13.5001764297485	6.46286616793517	262.627777099609	2.4912357427335e-05
48184	1.64179491996765	0	-0.427160644531	10.380256652832	5.76947640156472	268.144592285156	1.99131358790004e-05
48185	1.38415169715881	0	-2.31378784179697	8.82923984527588	5.02857427539292	262.649719238281	0
48186	1.3046247959137	0	-1.92297973632799	10.5051326751709	5.21327561852857	256.688018798828	0
48187	1.58205783367157	0	-3.09909667968799	7.61173152923584	4.73556993399498	265.861328125	4.32041815656703e-06
48188	0.942510426044464	0	-2.20624389648395	8.00264453887939	5.1672724954861	264.020965576172	0
48189	1.55860149860382	0	-3.86316528320299	10.0817031860352	4.44548581782527	246.37663269043	0
48190	2.71176838874817	0	-2.54892578124998	8.41227054595947	4.56195745294332	253.283920288086	4.72573383881858e-07
48191	3.45853352546692	0	1.33654174804701	11.8091430664062	5.33398461184221	243.668106079102	0
48192	3.30978059768677	0	-2.29538574218799	12.2180995941162	4.08100355549624	225.255157470703	0
48193	2.37782454490662	0	-4.38962402343799	10.8458223342896	3.74916300641204	233.581085205078	8.01798402486989e-06
48194	2.72051525115967	0	1.41719970703105	7.05783414840698	6.17602706431609	269.837493896484	1.09923853920514e-05
48195	3.75750541687012	0	5.88784179687502	6.77378559112549	7.49378696933091	280.981262207031	0
48196	3.08868169784546	0	3.58663330078105	5.62876176834106	7.25646353191014	286.672698974609	6.86344820779697e-06
48197	2.68713402748108	0	-0.291235351561966	10.8327951431274	4.99614576575959	242.061080932617	0
48198	5.14850759506226	0	1.54680786132803	3.81282424926758	6.50982330335446	278.401214599609	2.90534121126661e-05
48199	3.8600447177887	0	0.487634277344	10.2302589416504	5.14881528284643	239.613510131836	6.34538183577308e-06
48200	2.268878698349	0	-6.94833984374998	11.0634527206421	3.10897978045723	215.71647644043	0
48201	1.70026826858521	0	-13.630621337891	10.8895845413208	1.86863695047979	217.561141967773	0
48202	2.00453639030457	0	-13.266546630859	10.3734350204468	2.07990404306726	226.845001220703	0
48203	1.60121333599091	0	-12.122381591797	9.53198623657227	2.34583157428365	233.009841918945	0
48204	1.7442843914032	0	-8.59363403320299	7.29926204681396	3.04306453296678	249.445419311523	0
48205	2.49363422393799	0	-2.59775390624998	7.00439262390137	4.52556382013207	255.817153930664	0
48206	2.75703597068787	0	-2.93710937499998	11.1883745193481	3.96724846969243	220.643157958984	0
48207	2.02077507972717	0	-6.21747436523395	10.6211338043213	3.50500738486944	228.092346191406	0
48208	2.88871955871582	0	-3.34934082031197	10.877387046814	4.13794169659912	230.280120849609	0
48209	2.16672825813293	0	-2.08792724609395	8.14980125427246	4.99971927969031	252.037887573242	0
48210	1.52765262126923	0	-6.78400268554697	10.1106204986572	3.42280520693141	237.535308837891	0
48211	1.57713782787323	0	-5.762854003906	7.14120531082153	3.7126690440069	261.510345458984	0
48212	2.03889679908752	0	-2.444586181641	6.47244548797607	4.83313360859834	269.592224121094	0
48213	2.55984544754028	0	-2.126867675781	6.8580493927002	4.65857507126674	264.176788330078	0
48214	2.18287873268127	0	-2.88440551757799	8.21502113342285	4.52554753067286	250.065673828125	0
48215	3.06938624382019	0	-7.28754272460895	7.35394144058228	3.3308851897209	251.554046630859	1.39312987812446e-06
48216	3.39835453033447	0	-5.38507690429697	5.77697658538818	3.82717160810382	262.197509765625	1.1697354946389e-05
48217	5.17433977127075	0	-0.144873046874977	12.6072101593018	4.28337884790162	235.051162719727	0
48218	2.74113273620605	0	-2.140539550781	9.37310314178467	4.54999064924981	248.520217895508	0
48219	4.54134368896484	0	-1.24582519531197	12.6824102401733	4.38408558452115	241.979217529297	2.84585641768192e-06
48220	4.6364483833313	0	-0.820104980468955	3.97262835502625	4.83547835424969	253.276702880859	9.12439746672236e-06
48221	4.40561151504517	0	-1.86902465820299	12.422872543335	4.53397627100692	250.143585205078	1.89814191900142e-05
48222	4.56809234619141	0	-2.43411865234395	12.1001453399658	4.13568307444032	241.727951049805	1.26567708017926e-05
48223	4.23025608062744	0	-3.35861816406197	12.8067111968994	3.70896325115354	230.009170532227	0
48224	3.34180879592896	0	-1.540686035156	14.7979717254639	4.54502593421792	242.668579101562	3.33744739893719e-06
48225	3.67503666877747	0	-1.60901489257799	15.7278985977173	4.30571184185553	237.209167480469	1.32704321408204e-06
48226	4.63532876968384	0	-0.802893066406	3.74579954147339	4.99484902552013	259.878814697266	2.2173133200138e-05
48227	4.65300846099854	0	0.168450927734	14.2989273071289	4.63089415658484	251.258804321289	2.54329228886895e-06
48228	5.06656932830811	0	1.98488769531201	5.61514759063721	5.67742905376351	267.806579589844	5.87756150909828e-06
48229	6.23429393768311	0	-1.50980224609395	17.1435050964355	3.65819643958648	233.434997558594	3.39403716983119e-07
48230	1.67065322399139	0	-5.51126708984396	10.9629678726196	3.51358713884713	234.659103393555	3.07736343074794e-07
48231	2.21373462677002	0	-2.532141113281	7.39674043655396	4.71607996454431	273.005004882812	7.56350345909595e-06
48232	4.89600658416748	0	0.129113769531045	19.9989147186279	4.5655050698582	246.113861083984	5.26008079759778e-06
48233	5.21438121795654	0	0.627282714844	16.4183120727539	4.72564655595758	249.430679321289	8.11212582145042e-06
48234	2.76340627670288	0	-5.167639160156	21.4427947998047	3.17663004761663	224.268829345703	1.21890088343611e-06
48235	2.88352799415588	0	-4.98270263671896	9.35243320465088	4.05238060119011	254.750015258789	1.94850468283726e-05
48236	3.39032769203186	0	-8.01395263671896	24.6008262634277	2.5296336497345	212.22883605957	0
48237	2.84961676597595	0	-12.468054199219	27.4335803985596	1.88046670891344	200.414199829102	0
48238	2.99849534034729	0	-8.42743530273395	26.9706115722656	2.53973943936193	211.109527587891	0
48239	1.94406676292419	0	-12.116583251953	28.4575443267822	2.24343007311369	211.10693359375	0
48240	1.55818688869476	0	-15.917395019531	26.9222450256348	1.65554409590772	218.846115112305	0
48241	2.43530869483948	0	-9.12164916992197	16.6931610107422	2.53255869883125	251.632263183594	0
48242	2.88561320304871	0	-1.94489135742197	30.6810207366943	4.20943953727544	242.263442993164	0
48243	3.40892291069031	0	0.289025878906045	28.8073787689209	4.10269772110026	234.58366394043	0
48244	2.75576877593994	0	-2.82810058593799	26.6787929534912	4.11831180942261	238.928253173828	0
48245	5.50524473190308	0	3.67321166992201	27.6754550933838	5.69817429409897	261.518768310547	8.60776354885375e-07
48246	6.50862789154053	0	3.88591918945303	28.1243724822998	5.5059657503943	257.340576171875	1.19276819532388e-06
48247	3.85401916503906	0	-2.38068237304697	39.5587043762207	3.39287504268107	229.684341430664	0
48248	2.02901220321655	0	-6.87009277343799	40.2530632019043	2.88830493532461	227.317474365234	0
48249	2.23954820632935	0	-6.58481445312498	34.5374374389648	3.10403198966472	235.445724487305	0
48250	2.9098653793335	0	1.73458251953105	33.5664520263672	5.61715114892546	253.173629760742	0
48251	2.52946472167969	0	-0.571081542968955	37.5500869750977	4.91291359079309	241.547592163086	0
48252	1.25657606124878	0	-1.88837280273395	38.094554901123	4.69733388935508	244.32731628418	0
48253	1.29640817642212	0	-3.707922363281	35.2094497680664	4.15355712132193	253.229949951172	0
48254	1.88141798973083	0	-3.894201660156	45.5059585571289	3.95104584838738	237.101013183594	0
48255	1.50104427337646	0	-3.76346435546895	49.2623558044434	4.18291604254215	232.485565185547	0
48256	1.6135288476944	0	-4.62601318359396	30.9021434783936	4.16314723499458	261.412017822266	0
48257	3.23951148986816	0	-0.776434326171966	26.2783031463623	4.69938085787622	258.552978515625	0
48258	2.41832232475281	0	-1.11722412109395	18.4026679992676	4.76815193094605	250.381896972656	1.2819306347309e-06
48259	2.70113468170166	0	-0.702581787108954	55.2440757751465	4.37924974615647	230.479431152344	0
48260	2.80897855758667	0	-2.439459228516	13.5026845932007	4.28524480114176	252.951354980469	5.30489817012697e-07
48261	4.13744115829468	0	-2.736486816406	59.5191230773926	3.19434713604015	223.405456542969	0
48262	2.71431255340576	0	-5.60785522460895	31.8853530883789	3.20450425360373	232.659591674805	2.51399190650166e-06
48263	2.46399641036987	0	-7.45627441406197	60.8036193847656	2.65056493644738	219.778106689453	0
48264	2.38173031806946	0	-8.002844238281	65.9266204833984	2.63421335794095	214.235366821289	0
48265	1.38926410675049	0	-7.60825195312498	67.3949966430664	2.98205267423373	223.747619628906	0
48266	1.69731676578522	0	-6.29404296874998	57.8360710144043	3.4425480995632	241.056030273438	0
48267	2.84584641456604	0	-4.16556396484395	31.9396114349365	4.14084592514354	268.300689697266	0
48268	2.50312376022339	0	-2.363928222656	10.7810182571411	4.98502912615825	275.789611816406	1.31293594070788e-05
48269	3.66774892807007	0	-4.536047363281	23.1814994812012	3.59957502135665	264.448516845703	1.59558193344209e-05
48270	3.66974973678589	0	-5.45999755859396	42.8624610900879	2.96350660990879	250.873657226562	3.14269982482075e-06
48271	1.39646124839783	0	-8.46521606445299	70.8168716430664	2.56275700656357	217.281204223633	0
48272	1.14425408840179	0	-11.098364257812	70.3327560424805	2.10988747699656	217.818313598633	0
48273	1.78646397590637	0	-10.962713623047	71.5231094360352	2.01633140973439	219.752487182617	0
48274	1.57974600791931	0	-7.72180786132799	70.3187561035156	2.65114213083654	233.913925170898	1.92567123728319e-07
48275	3.49772810935974	0	-0.909887695311966	76.451301574707	4.04390644667962	239.781463623047	2.85918228352481e-07
48276	2.38592123985291	0	-0.816168212891	69.981201171875	4.56536029453916	233.641586303711	0
48277	1.41413366794586	0	-2.114508056641	55.1708526611328	4.60766928448034	241.839996337891	0
48278	2.62823987007141	0	-1.458898925781	59.0121955871582	4.70095611420439	246.413879394531	0
48279	3.07582712173462	0	0.599114990234	66.3320999145508	4.87164872119187	248.007614135742	0
48280	1.93426394462585	0	-3.17380371093799	86.5771484375	3.3106472704206	216.805892944336	0
48281	2.06067276000977	0	-5.446203613281	85.4381637573242	3.03779701408877	222.382141113281	0
48282	1.84280776977539	0	-2.21765747070299	87.9726943969727	4.23405717446096	235.760971069336	0
48283	1.87267136573792	0	0.111077880859	87.8680191040039	5.01850082533072	243.73876953125	0
48284	2.0191707611084	0	1.97530517578105	80.8015060424805	5.52239639341749	247.716552734375	0
48285	2.37744164466858	0	1.64669189453105	83.7802124023438	5.57586677726429	255.902572631836	2.35626881956503e-07
48286	3.47621202468872	0	2.426843261719	89.0001831054688	5.19477086288279	255.904541015625	1.86307684341753e-07
48287	4.41795110702515	0	2.50991210937502	85.1862716674805	5.03017047717971	249.518859863281	2.6088495512037e-07
48288	4.49854755401611	0	1.03853759765605	76.9963073730469	4.63555729095387	243.206146240234	1.11450844997307e-06
48289	4.89453315734863	0	-0.0397705078119657	99.7338104248047	3.96202531174034	246.36491394043	1.13298900335697e-06
48290	4.16042613983154	0	2.73717651367201	85.7299880981445	5.16895092375455	250.308975219727	0
48291	3.64244413375854	0	2.15783081054701	66.9342041015625	5.40557729958228	255.900665283203	1.6707215561635e-07
48292	2.52619099617004	0	-1.805822753906	101.468032836914	4.26509851457275	245.790054321289	2.51229089877193e-06
48293	3.21397304534912	0	-0.620672607421966	104.096260070801	4.25154622905745	239.534973144531	2.03548309072074e-07
48294	3.67092084884644	0	-2.65555419921895	110.44083404541	3.30052574315766	227.7900390625	0
48295	4.07983016967773	0	-1.24664916992197	116.964797973633	3.29035348516354	226.169647216797	0
48296	2.31266808509827	0	-2.379064941406	115.066864013672	3.39473922055405	230.652893066406	0
48297	1.59539496898651	0	-3.41718139648395	110.809715270996	3.15670725270487	231.197967529297	0
48298	1.24889230728149	0	-5.092047119141	116.350280761719	2.74281978161039	230.217910766602	0
48299	1.24509716033936	0	-4.22260131835895	114.052719116211	2.89211414590741	235.385452270508	0
48300	1.65252184867859	0	-4.153234863281	126.684440612793	3.09844730207398	226.947708129883	0
48301	1.13761448860168	0	-3.38358154296895	70.9634017944336	3.85319497356223	260.377197265625	9.58259281307822e-07
48302	2.20844340324402	0	-1.39703979492197	67.3585891723633	5.16540815928476	276.768829345703	5.02673123668906e-06
48303	1.50555527210236	0	0.472039794922011	104.710006713867	5.42089699173309	261.457458496094	3.794483265867e-07
48304	1.4401707649231	0	0.715692138672011	138.069259643555	4.98800162711632	252.989364624023	0
48305	2.40292096138	0	-0.0365966796879889	96.6460037231445	4.86598422815655	273.495239257812	1.86490827521387e-06
48306	2.48392391204834	0	-1.311773681641	48.9785194396973	5.20059008077802	284.815734863281	1.05600459695173e-05
48307	3.33557510375977	0	-0.148413085937989	49.2112350463867	5.65365105982649	286.457794189453	1.30156139574764e-05
48308	2.19866228103638	0	1.16472778320303	103.246505737305	5.56031735520345	269.870056152344	6.93435645694586e-07
48309	1.63908994197845	0	-0.799963378906	145.884994506836	4.22374717979583	245.286743164062	0
48310	0.958369851112366	0	-2.34943237304697	163.458282470703	3.2434954331197	226.912292480469	0
48311	1.55003941059113	0	-1.69370117187498	170.036849975586	3.16225028113896	231.678863525391	0
48312	1.28198766708374	0	-0.907568359374977	173.027801513672	3.29560897045469	230.582336425781	0
48313	1.11822319030762	0	-0.579748535156	173.355590820312	3.28367281579501	233.791198730469	0
48314	1.71050429344177	0	-0.514532470702989	162.483596801758	3.4978791502307	245.327728271484	0
48315	1.17159414291382	0	0.630578613281045	162.922943115234	3.52157612810225	249.826309204102	0
48316	1.88725125789642	0	0.896020507812011	167.501419067383	3.79212697741834	251.100219726562	0
48317	3.04117631912231	0	1.75890502929701	93.3293228149414	5.43704079905433	281.863952636719	1.82222442567258e-06
48318	3.16686320304871	0	3.09499511718803	162.888458251953	5.71904416673882	266.501556396484	8.48259307733517e-07
48319	4.45603084564209	0	1.66521606445303	184.334991455078	4.46348086930201	246.545516967773	0
48320	3.72431135177612	0	0.863427734375023	195.923904418945	3.56724732516079	236.085342407227	0
48321	2.2271933555603	0	-1.59891357421895	122.267517089844	3.75866334144652	264.768890380859	8.13779731995761e-06
48322	3.11261987686157	0	3.38424072265605	74.0988082885742	7.00627113408491	296.843841552734	1.50834158476856e-05
48323	2.36211013793945	0	4.30416259765605	127.462913513184	6.76355048157797	276.828674316406	0
48324	1.55149674415588	0	4.61837158203105	124.088638305664	7.46759720651595	283.415863037109	3.76877046114208e-06
48325	2.22392868995667	0	6.40325317382803	141.1396484375	8.00216566787761	290.279724121094	0
48326	1.26566469669342	0	10.049829101562	184.361541748047	8.55551231239373	280.858489990234	0
48327	1.42878079414368	0	11.563623046875	201.171051025391	8.94603172622099	283.099212646484	0
48328	1.57811188697815	0	12.046166992188	207.623809814453	8.75710311539331	285.567535400391	0
48329	2.05396175384521	0	8.81829223632803	207.02946472168	7.37456604182513	281.457244873047	0
48330	1.27254712581635	0	9.38125000000002	213.314147949219	7.08812202242055	278.501647949219	0
48331	1.75098013877869	0	10.505395507812	214.017990112305	7.93939712886051	283.809844970703	0
48332	1.9406555891037	0	10.895532226562	204.409210205078	6.9295658844236	283.590484619141	0
48333	1.57519364356995	0	10.0404296875	162.991607666016	7.81617102561984	299.422760009766	2.17528172975613e-05
48334	2.38145041465759	0	6.24010620117201	127.309844970703	8.38115768314355	291.518188476562	4.05783632433869e-05
48335	3.74517130851746	0	2.316735839844	149.088424682617	4.78299351933994	281.319946289062	4.07490511457178e-06
48336	1.72378408908844	0	2.249108886719	144.039428710938	5.4941622791873	283.714294433594	1.13003483824691e-05
48337	1.68023228645325	0	4.41607055664105	224.170257568359	5.87951126738578	277.872802734375	2.56006615018123e-06
48338	1.53626787662506	0	4.894860839844	130.170639038086	7.68766925180695	291.827301025391	3.46165607980867e-05
48339	2.16098999977112	0	5.87822875976605	236.7041015625	6.0612240392764	269.685119628906	0
48340	1.46257448196411	0	7.42394409179701	239.574279785156	6.21641969053435	272.557525634766	0
48341	1.27279889583588	0	9.797692871094	241.674789428711	6.90255441713346	279.985046386719	0
48342	1.03701293468475	0	11.308129882812	244.01008605957	7.46242875122574	283.793273925781	0
48343	1.90479457378387	0	10.846429443359	249.061996459961	7.56072674050052	287.490020751953	0
48344	2.10369944572449	0	8.27016601562502	188.304489135742	6.79108269544776	291.721069335938	0
48345	1.51677846908569	0	9.03130493164105	214.441421508789	7.38158791246242	297.346343994141	7.95995169432394e-06
48346	1.94401967525482	0	9.725183105469	193.991165161133	10.1104138998457	309.295196533203	8.26236575651111e-06
48347	2.39210796356201	0	7.272943115234	241.203262329102	6.56131906771355	280.839874267578	1.16554550307531e-06
48348	3.2229597568512	0	6.71108398437502	92.5966873168945	7.55923279632223	304.759979248047	8.33220585466025e-06
48349	2.3292818069458	0	10.390954589844	261.68212890625	7.04645476511317	277.744659423828	0
48350	2.11076021194458	0	12.56044921875	266.342712402344	6.49749298797477	282.420257568359	0
48351	1.77745580673218	0	14.796319580078	237.478790283203	8.76093860138582	306.321716308594	0
48352	2.11075878143311	0	15.245721435547	223.163055419922	10.4855439865286	313.764862060547	2.40057892774025e-06
48353	2.1581392288208	0	16.069879150391	222.122283935547	9.93936735277879	313.567901611328	2.81862286202442e-06
48354	1.39549720287323	0	16.009332275391	240.928283691406	11.0204721607751	308.319030761719	1.64446027560593e-06
48355	1.8447163105011	0	13.827203369141	233.380279541016	12.4145573981057	309.348052978516	2.17360158987706e-05
48356	2.20734810829163	0	7.844323730469	274.377502441406	5.64902965873845	268.585205078125	0
48357	0.936606585979462	0	7.25689086914105	224.586563110352	5.69648618044644	289.24951171875	6.99623392898097e-06
48358	1.36054110527039	0	9.29903564453105	243.68017578125	7.06235968555992	289.866638183594	3.87592232679406e-06
48359	1.98855757713318	0	10.306237792969	284.309692382812	6.73600673566703	277.740203857422	0
48360	1.57666754722595	0	9.33034667968803	257.490570068359	6.96280952960616	286.554840087891	0
48361	1.81076300144196	0	9.653161621094	246.967498779297	7.76028197816716	294.166015625	4.48591486524997e-06
48362	2.67889809608459	0	8.389978027344	131.885650634766	10.0592850867681	325.010009765625	2.69595734102444e-05
48363	1.86771392822266	0	9.15993652343803	143.374740600586	10.5647483846302	320.888824462891	1.64615964119245e-05
48364	2.67408728599548	0	6.666101074219	254.136154174805	5.97460076906695	278.042724609375	5.08115142060383e-07
48365	1.92993807792664	0	8.45504150390605	302.556854248047	4.73360301417643	258.890106201172	0
48366	1.65538358688354	0	11.101495361328	281.236511230469	7.04335692746109	291.963775634766	0
48367	2.62656331062317	0	10.947198486328	258.807342529297	7.70866248807245	296.646057128906	1.40275056360729e-06
48368	2.95457673072815	0	8.709313964844	233.996383666992	6.57484479670209	290.827484130859	0
48369	1.82961702346802	0	10.519311523438	289.008758544922	5.99182024544745	279.612579345703	0
48370	1.43133080005646	0	12.59951171875	295.133941650391	7.51857923173387	285.859405517578	0
48371	1.30013108253479	0	15.027062988281	296.873474121094	9.30515873743086	300.472747802734	0
48372	1.29793226718903	0	16.134637451172	254.538543701172	10.5644603291869	318.23486328125	0
48373	1.64330875873566	0	16.079156494141	248.01171875	9.7708153486942	323.037353515625	0
48374	1.5551438331604	0	10.334497070312	90.2382736206055	10.40357330493	325.91015625	1.82117400981951e-05
48375	2.12122654914856	0	8.56240234375002	279.673461914062	6.05489332169431	286.556976318359	1.2578670470652e-06
48376	1.87620079517365	0	6.83413085937502	220.330001831055	6.63976719267167	286.205230712891	1.24317486754282e-05
48377	2.11881804466248	0	6.68517456054701	272.767272949219	5.21006263633227	270.417938232422	0
48378	2.16258835792542	0	7.56139526367201	243.593215942383	5.51136783984388	287.937164306641	0
