wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,par_id
1.1702,0.0089799,0.34087,p01405
1.0116,0.0020249,0.70093,p01406
0.92977,0.0016993,0.76806,p01407
0.97861,0.0052604,0.35087,p01408
0.84395,0.0090027,0.36626,p01409
1.1925,0.0044715,0.77689,p01410
1.1926,0.0012735,0.49366,p01411
1.0394,0.0032675,0.44813,p01412
0.95823,0.00087288,0.40788,p01413
0.89179,0.0022776,0.65493,p01414
0.87427,0.0096079,0.68645,p01415
0.86352,0.0089992,0.75734,p01416
1.0405,0.006803,0.42457,p01417
0.88734,0.0054852,0.34678,p01418
0.98274,0.0038689,0.37995,p01419
0.81491,0.0033598,0.89321,p01420
0.98752,0.0064452,0.87283,p01421
0.82581,0.0047985,0.10879,p01422
1.1327,0.001972,0.37114,p01423
0.85384,0.0028211,0.26269,p01424
0.96685,0.009656,0.74989,p01425
0.92648,0.0031567,0.34928,p01426
1.1912,0.0073252,0.4208,p01427
0.90528,0.0087729,0.12792,p01428
0.86523,8.485e-05,0.25454,p01429
1.0581,0.00040934,0.57309,p01430
1.1955,0.0095756,0.60947,p01431
0.87909,0.0041939,0.64344,p01432
0.97889,0.0004331,0.27467,p01433
0.90011,0.0050311,0.2516,p01434
1.1956,0.0033496,0.71883,p01435
0.86289,0.0082707,0.2668,p01436
1.1868,0.00028255,0.81921,p01437
1.1941,0.0062053,0.76571,p01438
1.1813,0.002401,0.64931,p01439
1.0383,0.0093959,0.40755,p01440
1.0519,0.0048901,0.32808,p01441
0.9965,0.000781,0.77474,p01442
1.1437,0.0038998,0.1672,p01443
0.90265,0.0078314,0.47888,p01444
0.932,0.0096899,0.3852,p01445
0.93034,0.0086382,0.84692,p01446
0.81591,0.0040395,0.31854,p01447
1.0674,0.0056689,0.18654,p01448
1.1102,0.00036435,0.77365,p01449
0.84946,0.0053818,0.12888,p01450
0.95716,0.0093266,0.71487,p01451
1.1224,0.00093163,0.55028,p01452
0.87687,0.00056742,0.50013,p01453
1.0652,0.0054696,0.27611,p01454
1.0266,0.00097792,0.45604,p01455
1.1908,0.0049489,0.73018,p01456
1.006,0.0032996,0.19519,p01457
1.007,0.0078494,0.62442,p01458
1.055,0.0050051,0.77511,p01459
1.1461,0.0032593,0.45633,p01460
0.98704,0.0053699,0.29314,p01461
0.88685,0.0077667,0.5855,p01462
0.96826,0.0066433,0.52528,p01463
1.0628,0.0070951,0.73812,p01464
1.11,0.0034988,0.60975,p01465
1.06,0.0076703,0.23795,p01466
0.83584,0.0076549,0.40387,p01467
1.0973,0.0041313,0.53491,p01468
1.1133,0.00046334,0.80914,p01469
1.1239,0.0092614,0.60179,p01470
1.0317,0.00037314,0.35228,p01471
0.80402,0.00043195,0.77822,p01472
0.81651,0.0052269,0.69554,p01473
1.0466,0.0029188,0.3886,p01474
1.1192,0.0025496,0.79767,p01475
0.86609,0.0024447,0.53553,p01476
1.0763,4.4508e-05,0.88113,p01477
1.0162,0.008276,0.61158,p01478
0.92222,0.0062957,0.25785,p01479
0.96539,0.0014985,0.7482,p01480
0.84686,0.009792,0.86026,p01481
1.0481,0.0096117,0.83022,p01482
0.99827,0.0063315,0.16993,p01483
0.81612,0.0085699,0.22654,p01484
1.1082,0.00094542,0.55983,p01485
1.1011,0.00069142,0.51858,p01486
1.1298,0.0057804,0.70715,p01487
0.82013,0.0059535,0.45828,p01488
1.1878,0.0011372,0.88889,p01489
0.84959,0.0059554,0.60342,p01490
0.97173,0.009416,0.72348,p01491
1.0784,0.0020357,0.22675,p01492
1.1555,0.0089751,0.74836,p01493
0.83047,0.0060839,0.78069,p01494
0.95188,0.0051988,0.34945,p01495
1.1239,0.0091069,0.85991,p01496
1.0096,0.0047091,0.16376,p01497
1.1914,0.0038261,0.89777,p01498
0.81677,0.00072472,0.51528,p01499
1.0421,0.0048586,0.16345,p01500
0.98659,0.0066997,0.22947,p01501
1.1924,0.0014437,0.24092,p01502
0.93578,0.0082677,0.73857,p01503
1.0838,0.0019001,0.77525,p01504
0.94577,0.005644,0.70848,p01505
0.89848,0.0030638,0.25966,p01506
0.92428,0.0081562,0.52886,p01507
1.0633,0.005298,0.70239,p01508
1.137,0.0028677,0.64296,p01509
1.0289,0.00021636,0.25578,p01510
0.96986,0.0060253,0.16663,p01511
1.0268,0.0072274,0.22897,p01512
0.98975,0.0011016,0.6626,p01513
0.96092,0.0071729,0.51829,p01514
1.178,0.005494,0.54225,p01515
0.88639,0.0054621,0.109,p01516
1.1317,0.0099791,0.40719,p01517
1.1563,0.0051161,0.39056,p01518
1.163,0.0076038,0.15974,p01519
0.8166,0.0070728,0.44319,p01520
1.1877,0.00087942,0.41626,p01521
0.98267,0.0095432,0.74969,p01522
0.83836,0.0037582,0.62627,p01523
0.92631,0.0064587,0.51243,p01524
1.1996,0.0015797,0.78709,p01525
0.92884,0.0068442,0.47823,p01526
0.80676,0.0049296,0.77501,p01527
0.99523,0.0020069,0.8836,p01528
0.88212,0.006133,0.33498,p01529
0.88314,0.0090543,0.79013,p01530
0.823,0.0015832,0.11501,p01531
1.0276,0.0099212,0.87618,p01532
1.0369,0.0084765,0.32188,p01533
0.86874,0.0051093,0.48909,p01534
1.0802,0.0050881,0.27703,p01535
0.84079,0.0086879,0.57509,p01536
0.8892,0.0052413,0.15212,p01537
1.0348,0.0034589,0.1146,p01538
0.89571,0.0012668,0.40604,p01539
0.86117,0.0095517,0.54127,p01540
1.1338,0.0087019,0.12656,p01541
0.95542,0.0084826,0.46063,p01542
1.1816,0.0065612,0.74366,p01543
0.89799,0.0060944,0.63396,p01544
1.0507,0.0018514,0.65749,p01545
0.9759,0.0040229,0.50021,p01546
1.1194,0.0031879,0.64197,p01547
1.0159,0.0032867,0.26066,p01548
1.1257,0.00058196,0.36055,p01549
1.1112,0.0092008,0.76665,p01550
1.1906,0.0084288,0.39461,p01551
1.1211,0.0082514,0.80123,p01552
0.98459,0.009658,0.81766,p01553
0.95438,0.0025712,0.20212,p01554
0.82275,0.0018275,0.29243,p01555
1.1709,0.0018294,0.81133,p01556
1.0658,0.0020628,0.37087,p01557
0.84412,0.0038079,0.50859,p01558
0.8142,0.0002122,0.61232,p01559
0.86328,0.0094725,0.17221,p01560
0.97829,0.005543,0.19019,p01561
1.0488,0.0062161,0.30752,p01562
0.95906,0.0053956,0.7323,p01563
0.87653,0.0099978,0.54569,p01564
0.82364,0.0005551,0.66531,p01565
0.85561,0.0046526,0.6803,p01566
1.0479,0.0081696,0.15804,p01567
0.94279,0.00067655,0.21482,p01568
0.98166,0.0050911,0.55467,p01569
0.90845,0.0080302,0.43753,p01570
0.92871,0.0072489,0.78175,p01571
0.92996,0.00033385,0.10724,p01572
0.81729,0.0040538,0.24064,p01573
1.1109,0.00088527,0.33523,p01574
1.1462,0.0066244,0.87916,p01575
0.99577,0.0036721,0.72856,p01576
0.84431,0.0073264,0.64595,p01577
1.0655,0.0081071,0.13118,p01578
0.86373,0.0048672,0.43857,p01579
1.1565,0.0091274,0.52138,p01580
0.95857,0.0044491,0.51168,p01581
1.159,0.0059055,0.83581,p01582
1.0094,0.0041094,0.81837,p01583
1.1345,0.006917,0.73175,p01584
0.85395,0.0015846,0.38945,p01585
0.92206,0.00077765,0.77804,p01586
1.0992,7.636e-06,0.69491,p01587
1.1061,0.0024213,0.69069,p01588
0.90211,0.0097274,0.23501,p01589
1.1618,0.003979,0.61922,p01590
1.1073,0.0024756,0.34703,p01591
1.1585,0.0090962,0.37799,p01592
0.80701,0.008023,0.28907,p01593
1.0271,0.0075036,0.85494,p01594
0.98142,0.0037305,0.85522,p01595
1.0864,0.0006607,0.31825,p01596
1.1638,0.00031383,0.12401,p01597
0.92,0.0092559,0.86571,p01598
0.8565,0.0081505,0.30998,p01599
1.1352,0.0097012,0.78802,p01600
0.81462,0.0029324,0.20339,p01601
0.93957,0.00078867,0.74642,p01602
0.82164,0.0056629,0.68085,p01603
0.99247,0.0036623,0.56273,p01604
1.1824,0.0041328,0.78088,p01605
1.1074,0.00535,0.64238,p01606
0.93145,0.0072293,0.57671,p01607
0.81532,0.0023302,0.6128,p01608
1.1485,0.0053584,0.13946,p01609
0.89458,0.0090918,0.11329,p01610
1.0147,0.0086102,0.38456,p01611
0.82632,0.0025337,0.22199,p01612
1.0247,0.0078409,0.26427,p01613
1.0435,0.0070093,0.10652,p01614
1.153,0.0078069,0.15096,p01615
1.1287,0.008093,0.30098,p01616
1.0048,0.00016595,0.68567,p01617
1.1283,0.0039161,0.68834,p01618
1.0629,0.0081096,0.60425,p01619
0.97209,0.0068572,0.3358,p01620
1.1525,0.0020708,0.54483,p01621
1.0706,0.0045454,0.21373,p01622
1.1077,0.008174,0.76335,p01623
0.92068,0.0027263,0.29768,p01624
0.8124,0.0091344,0.67765,p01625
1.1875,0.0088121,0.84659,p01626
1.0068,0.0042573,0.26635,p01627
1.182,0.0056609,0.69655,p01628
1.0128,0.0048407,0.21834,p01629
1.0246,0.00055853,0.1376,p01630
0.90955,0.0035898,0.13861,p01631
0.8136,0.005498,0.81538,p01632
1.121,0.0079291,0.86241,p01633
0.97038,0.004375,0.47491,p01634
0.83503,0.0052134,0.81032,p01635
0.98641,0.0044809,0.69585,p01636
1.0018,0.002766,0.82424,p01637
1.045,0.0048627,0.15173,p01638
0.90086,0.0067731,0.23908,p01639
0.89027,0.0050819,0.56863,p01640
1.1457,0.0029263,0.50693,p01641
1.1953,0.0088031,0.65559,p01642
1.1495,0.0080802,0.14353,p01643
0.99703,0.0072446,0.32664,p01644
0.96354,0.0071994,0.56475,p01645
1.0006,0.0045343,0.22118,p01646
1.0663,0.0089174,0.59582,p01647
0.91751,0.0090713,0.22219,p01648
0.92583,0.0094589,0.33115,p01649
1.0127,0.0059066,0.56336,p01650
1.0371,0.0092621,0.86104,p01651
1.1699,0.0016095,0.64711,p01652
0.8666,0.008563,0.74586,p01653
0.8905,0.0099098,0.89101,p01654
1.1544,0.0025551,0.4537,p01655
0.82561,0.0051543,0.41392,p01656
1.1891,0.0019258,0.68259,p01657
0.94512,0.0023708,0.82836,p01658
1.0621,0.0044935,0.79952,p01659
1.0975,0.0021505,0.57218,p01660
0.85367,0.0035486,0.70218,p01661
0.83782,5.7309e-05,0.63829,p01662
1.0171,0.00087535,0.88383,p01663
1.0926,0.0089737,0.11004,p01664
1.1572,0.00028126,0.28598,p01665
0.97745,0.00082164,0.83224,p01666
0.95252,0.0078322,0.77181,p01667
1.1839,0.0018489,0.75316,p01668
1.0966,0.0078759,0.53943,p01669
0.82864,0.0088995,0.14618,p01670
0.93687,0.0013669,0.30539,p01671
1.1249,0.0057152,0.78148,p01672
0.92772,0.0063276,0.86432,p01673
0.80901,0.0039904,0.31471,p01674
1.071,0.0044183,0.20745,p01675
0.92758,0.0079684,0.19359,p01676
1.1733,0.0099903,0.85594,p01677
0.86729,0.001423,0.32091,p01678
1.1402,0.0027488,0.57316,p01679
1.1276,0.0088498,0.6692,p01680
0.81006,0.0068956,0.44799,p01681
0.87032,0.0014125,0.78832,p01682
0.87562,0.00026933,0.36512,p01683
1.0169,0.0067977,0.37256,p01684
1.153,0.0021155,0.224,p01685
1.0008,0.0030589,0.13373,p01686
0.99288,0.00014695,0.84352,p01687
1.0234,0.0023627,0.55426,p01688
1.0318,0.00033558,0.8927,p01689
0.9186,0.0064768,0.44701,p01690
0.97762,0.0037496,0.13425,p01691
1.1773,0.0040016,0.15277,p01692
0.86065,0.0043129,0.40321,p01693
0.88679,0.0047446,0.10815,p01694
0.85615,0.0017601,0.44706,p01695
1.087,0.0081526,0.71287,p01696
1.0171,0.0077209,0.52835,p01697
0.80695,0.0030524,0.89837,p01698
0.85556,0.0046355,0.66938,p01699
1.1016,0.0096856,0.62017,p01700
1.0909,0.0060277,0.28815,p01701
1.0904,0.0073973,0.19149,p01702
0.81111,0.0067604,0.72666,p01703
1.1229,0.0033084,0.50748,p01704
1.105,0.0074822,0.58432,p01705
0.92124,8.3687e-05,0.20638,p01706
1.1664,0.0041239,0.3964,p01707
1.1493,0.0025994,0.74248,p01708
1.1479,0.0085841,0.50786,p01709
1.1047,0.00053519,0.31536,p01710
1.157,0.0047236,0.37016,p01711
0.83977,0.0010543,0.41314,p01712
1.1251,0.002631,0.26977,p01713
0.88243,0.0045692,0.72423,p01714
1.1103,0.0093319,0.2436,p01715
0.94002,0.0046719,0.80444,p01716
1.0503,0.0064513,0.17968,p01717
1.1652,0.0084122,0.30212,p01718
1.0098,0.0086661,0.81509,p01719
1.1151,0.0090306,0.83794,p01720
0.88666,0.0092569,0.73196,p01721
1.1843,0.0048158,0.72111,p01722
0.98923,0.0028104,0.17244,p01723
1.165,0.005249,0.37875,p01724
1.141,0.008011,0.38531,p01725
0.90605,0.0090485,0.56597,p01726
0.88197,0.0033188,0.89909,p01727
1.1553,0.0052447,0.72963,p01728
0.84803,0.0032429,0.76218,p01729
0.9903,0.0082461,0.1612,p01730
0.95772,0.0025149,0.78743,p01731
0.81568,0.009631,0.42842,p01732
1.1675,0.0068177,0.44253,p01733
0.93341,0.0070496,0.21275,p01734
0.88223,0.00288,0.26567,p01735
0.95297,0.0076453,0.23975,p01736
0.99054,0.0085226,0.45667,p01737
1.0444,0.0066916,0.39606,p01738
0.81253,0.0058264,0.78365,p01739
1.0473,0.0044453,0.69345,p01740
0.91286,0.0020825,0.27981,p01741
0.86646,0.0052791,0.64877,p01742
0.88784,0.0034366,0.80318,p01743
0.80021,0.0020979,0.74008,p01744
1.0598,0.0066961,0.43769,p01745
1.0154,0.0073713,0.27096,p01746
1.0389,0.0044725,0.20532,p01747
1.1159,0.0082438,0.40885,p01748
0.93293,0.0081377,0.55221,p01749
0.87291,0.0030649,0.34585,p01750
1.0924,0.004533,0.38473,p01751
0.80588,0.007856,0.20526,p01752
0.87959,0.0016876,0.33077,p01753
0.92417,0.0080292,0.63117,p01754
0.9429,0.0047406,0.77951,p01755
1.1334,0.0046307,0.45281,p01756
0.81935,0.0010053,0.27687,p01757
1.0865,0.0099543,0.80845,p01758
1.116,0.00093674,0.29488,p01759
0.99289,0.0094268,0.3018,p01760
1.1195,0.0072825,0.6038,p01761
1.112,0.0026413,0.73441,p01762
0.84224,0.0039714,0.69107,p01763
1.0266,0.0072182,0.58945,p01764
1.004,0.0056735,0.44878,p01765
1.1918,0.0077965,0.20801,p01766
1.1281,0.0095275,0.87458,p01767
1.167,0.004241,0.2574,p01768
1.0395,0.0040035,0.72608,p01769
1.1216,0.00081666,0.64402,p01770
1.1899,0.009397,0.58091,p01771
0.81191,0.00062554,0.24279,p01772
1.128,0.0041589,0.82661,p01773
1.1233,0.0066181,0.45471,p01774
1.0264,5.1858e-05,0.10741,p01775
0.80805,0.0036079,0.54914,p01776
0.82791,0.0063937,0.27273,p01777
0.94303,3.8657e-05,0.33279,p01778
0.82855,0.0047286,0.51008,p01779
1.111,0.0026851,0.47925,p01780
0.81032,0.0061719,0.40628,p01781
0.94109,0.0017486,0.47361,p01782
0.94859,0.00058714,0.31614,p01783
0.94495,0.0039612,0.57105,p01784
0.91927,0.0014582,0.24465,p01785
0.8602,0.0099357,0.6862,p01786
1.1176,0.0011849,0.55064,p01787
0.90992,0.0044576,0.47349,p01788
1.1915,0.0087615,0.70969,p01789
1.0081,0.0036089,0.38446,p01790
1.0021,0.0090443,0.73308,p01791
1.1114,0.0037652,0.49309,p01792
1.122,0.0080493,0.44298,p01793
0.90455,0.0047684,0.5331,p01794
1.1656,0.0075644,0.1351,p01795
1.1012,0.0093451,0.71568,p01796
0.86055,0.0088092,0.2049,p01797
1.0864,0.0085099,0.5152,p01798
0.99102,0.00067283,0.71847,p01799
0.83752,0.0064272,0.66516,p01800
0.82813,0.0027376,0.39013,p01801
1.0817,0.001508,0.3822,p01802
1.0289,0.0047257,0.2853,p01803
0.83301,0.0037047,0.25598,p01804
0.99251,0.0021636,0.19728,p01805
1.18,0.0069195,0.23966,p01806
0.89208,0.0027921,0.54255,p01807
0.91087,0.0042028,0.39342,p01808
1.1823,0.0076674,0.79853,p01809
0.98441,0.0066546,0.45158,p01810
0.97018,0.0013267,0.39701,p01811
0.95898,0.0088478,0.8616,p01812
1.0681,0.0047321,0.16822,p01813
1.1488,0.0023388,0.58754,p01814
1.1937,0.0094008,0.27797,p01815
0.86961,0.0024564,0.71213,p01816
1.1232,0.0075456,0.45704,p01817
1.1583,0.0048027,0.18294,p01818
1.0769,0.00097,0.88674,p01819
1.196,0.0065732,0.4894,p01820
1.0114,0.0024511,0.49098,p01821
1.0317,0.0024926,0.79206,p01822
1.033,0.0010978,0.4127,p01823
1.0675,0.00010495,0.30396,p01824
1.0143,0.0053397,0.60007,p01825
1.1243,0.0047666,0.86194,p01826
0.80513,0.0047147,0.85228,p01827
1.184,0.0096564,0.69389,p01828
0.84205,0.00051669,0.30135,p01829
0.82439,0.0052341,0.64038,p01830
1.1037,0.0042556,0.64697,p01831
0.85167,0.002462,0.60108,p01832
0.86628,0.0038114,0.15909,p01833
0.96295,0.0078148,0.77108,p01834
1.1691,0.00043541,0.59914,p01835
0.90199,0.00084953,0.70504,p01836
1.0908,0.0022349,0.57446,p01837
1.161,0.007099,0.58512,p01838
0.83963,0.007158,0.78415,p01839
1.1732,0.0080137,0.39862,p01840
1.1434,0.0096152,0.62936,p01841
1.1999,0.0020269,0.81666,p01842
1.0063,0.0037337,0.15994,p01843
1.1253,0.0069347,0.72506,p01844
1.1374,0.0080441,0.89164,p01845
0.96484,0.0017533,0.4545,p01846
1.1261,0.0020611,0.87364,p01847
0.87001,0.0030412,0.63807,p01848
1.1402,0.0041197,0.19924,p01849
0.89951,0.0041121,0.25116,p01850
0.83601,0.003046,0.72787,p01851
1.0855,0.0012553,0.29227,p01852
0.89621,0.0055977,0.42356,p01853
1.0492,0.0019205,0.60902,p01854
0.98737,0.0036657,0.25482,p01855
0.87803,0.0073992,0.4466,p01856
1.0774,0.0016512,0.76152,p01857
0.8562,0.0038705,0.74275,p01858
1.1619,0.0035159,0.73384,p01859
1.0262,0.007005,0.87683,p01860
1.1777,0.0073302,0.23122,p01861
1.1277,0.0086221,0.81637,p01862
0.85957,0.0046333,0.7827,p01863
1.0355,0.0093881,0.11753,p01864
1.0182,0.0076476,0.44137,p01865
0.94166,0.0017155,0.30371,p01866
1.0945,0.0031071,0.81951,p01867
1.1371,0.0022658,0.74855,p01868
1.0827,0.0044615,0.27327,p01869
0.85005,0.0066365,0.80721,p01870
0.91375,0.0080344,0.38499,p01871
1.0504,0.0017199,0.44437,p01872
1.0814,0.0035312,0.20835,p01873
0.91811,0.0063834,0.47058,p01874
0.8472,0.003639,0.10581,p01875
0.98893,0.00080679,0.73723,p01876
0.8964,0.00050984,0.12226,p01877
0.96016,0.0083094,0.27385,p01878
1.1449,0.0013846,0.6138,p01879
1.1173,0.0054348,0.70651,p01880
1.1772,0.0076528,0.76468,p01881
1.0342,0.0093677,0.12843,p01882
1.1724,0.0042599,0.82519,p01883
1.1069,0.0012847,0.46188,p01884
0.88996,0.0055574,0.63764,p01885
0.92051,0.0058325,0.88298,p01886
1.1758,0.0048962,0.23814,p01887
1.0814,0.003636,0.86642,p01888
0.82669,0.00063773,0.47481,p01889
0.80419,0.0022918,0.19048,p01890
1.0193,0.00040519,0.6986,p01891
1.1375,0.0019122,0.48886,p01892
1.0938,0.00069852,0.27359,p01893
1.074,0.0083365,0.79936,p01894
1.1434,0.0029625,0.69453,p01895
0.84871,0.0021238,0.32642,p01896
1.0485,0.006375,0.2624,p01897
0.83141,0.0090266,0.66553,p01898
0.96749,0.00087631,0.34657,p01899
0.80156,0.0068557,0.65308,p01900
0.82971,0.004348,0.12484,p01901
0.94564,0.0024859,0.71509,p01902
1.1388,0.0029736,0.56697,p01903
1.0721,0.0058498,0.80946,p01904
0.95085,0.0092394,0.18445,p01905
1.063,0.00092375,0.85827,p01906
1.1135,0.0091588,0.70731,p01907
0.89778,0.0036444,0.4403,p01908
0.83955,0.0080571,0.52254,p01909
0.85999,0.0038136,0.35161,p01910
1.1775,0.0098103,0.15332,p01911
0.83306,0.0017598,0.66313,p01912
0.93804,0.0058824,0.31015,p01913
1.1416,0.0052509,0.14923,p01914
0.8992,0.00073186,0.74334,p01915
0.97927,0.0048491,0.85509,p01916
0.9797,0.0056575,0.28776,p01917
0.88473,0.0043563,0.13121,p01918
0.90702,0.0047054,0.58028,p01919
1.198,0.0010529,0.42754,p01920
0.97125,0.0061471,0.89241,p01921
0.84693,0.0010606,0.15458,p01922
0.91714,0.0069095,0.10517,p01923
0.99191,0.0086209,0.70542,p01924
1.1886,0.0025075,0.50158,p01925
0.99684,0.0061434,0.57807,p01926
0.979,0.0004484,0.49514,p01927
1.0291,0.0073035,0.43358,p01928
1.1215,0.0050763,0.5818,p01929
1.1767,0.0080214,0.43382,p01930
0.80085,0.0084973,0.19123,p01931
1.0678,0.0066399,0.87129,p01932
0.98526,0.00092645,0.7825,p01933
1.0801,0.0095407,0.74557,p01934
0.91843,0.008186,0.73574,p01935
1.156,0.0031188,0.69173,p01936
1.1017,0.0070745,0.70363,p01937
1.0405,0.0091432,0.33758,p01938
1.1305,0.0027976,0.6644,p01939
0.99934,0.0088976,0.87474,p01940
0.81132,0.0048163,0.71398,p01941
1.0632,0.0082189,0.40176,p01942
1.0214,0.0045919,0.39764,p01943
1.1024,0.00070209,0.67168,p01944
0.84579,0.001882,0.86356,p01945
0.90814,0.0068633,0.72019,p01946
0.83743,0.0046405,0.53111,p01947
0.99395,0.00081084,0.31206,p01948
0.82884,0.0035676,0.73941,p01949
1.0482,0.0095894,0.74877,p01950
0.93705,0.0077773,0.71552,p01951
1.0015,0.0036804,0.71042,p01952
0.91791,0.0072328,0.74566,p01953
1.1983,0.00016749,0.67881,p01954
0.82574,0.0033825,0.71634,p01955
1.0341,0.0084661,0.46494,p01956
0.95127,0.0096643,0.15074,p01957
1.114,0.0017749,0.7313,p01958
1.1739,0.0056719,0.81731,p01959
0.97271,0.001084,0.4953,p01960
1.0093,0.005336,0.20282,p01961
0.90495,0.0048072,0.61868,p01962
1.0626,0.0054897,0.72715,p01963
0.95374,0.0015956,0.61637,p01964
1.0946,0.0028582,0.22,p01965
1.1127,0.00737,0.38044,p01966
1.1665,0.0079567,0.58292,p01967
1.0549,0.0066512,0.30064,p01968
0.9147,0.0010061,0.17744,p01969
1.019,0.0095662,0.37068,p01970
1.0729,0.0077336,0.53291,p01971
1.1585,0.008191,0.31717,p01972
1.1158,0.0075524,0.32852,p01973
1.1827,0.00048787,0.34431,p01974
0.8776,0.0076259,0.33017,p01975
0.90129,0.0022522,0.41717,p01976
1.0211,0.0088798,0.30026,p01977
0.87329,0.0074237,0.39439,p01978
0.86517,0.0051569,0.49115,p01979
0.84035,0.0029493,0.63561,p01980
0.93158,0.0014884,0.82723,p01981
0.98535,0.00405,0.88669,p01982
1.0933,0.0022612,0.78578,p01983
1.1519,0.0027022,0.71611,p01984
1.0087,0.0073145,0.67159,p01985
1.1627,0.00081528,0.16746,p01986
0.80667,0.00049929,0.10367,p01987
1.1508,0.0064735,0.71766,p01988
1.0375,0.0094412,0.66037,p01989
1.092,0.0070793,0.8634,p01990
0.99634,0.0082898,0.88924,p01991
0.9304,0.00035644,0.39225,p01992
0.85255,0.0056512,0.29211,p01993
0.82514,0.00085788,0.10504,p01994
1.0082,0.0040898,0.20651,p01995
0.85916,0.0090741,0.24892,p01996
1.1865,0.0065479,0.51471,p01997
0.86861,0.0091989,0.37713,p01998
0.8716,0.00086821,0.32921,p01999
0.96103,0.0086532,0.71655,p02000
0.97306,0.0037193,0.20382,p02001
1.1122,0.0050424,0.24118,p02002
1.1039,0.0080325,0.8689,p02003
0.80447,0.0079026,0.35018,p02004
0.94467,0.0086316,0.73729,p02005
1.1405,0.0029252,0.3928,p02006
1.0428,0.0012214,0.37652,p02007
1.1349,0.00446,0.52096,p02008
0.94628,0.0029525,0.65316,p02009
1.1765,0.0094752,0.2491,p02010
0.94623,0.0095024,0.76139,p02011
1.1944,0.0032047,0.41358,p02012
1.1719,0.0071369,0.46972,p02013
0.82776,0.0082906,0.59545,p02014
1.1051,0.0064994,0.73833,p02015
1.0538,0.0043098,0.25245,p02016
0.90114,0.009237,0.38975,p02017
0.81911,0.0059627,0.71715,p02018
1.1411,0.0034828,0.60366,p02019
0.95529,0.003414,0.56222,p02020
0.99842,0.00018531,0.65443,p02021
0.84705,0.0010816,0.61423,p02022
0.96153,0.0082075,0.55924,p02023
1.1863,0.0081864,0.74142,p02024
0.87229,0.0073866,0.49836,p02025
1.0764,0.0084224,0.43889,p02026
0.98674,0.0095731,0.43612,p02027
1.0455,0.001426,0.86957,p02028
0.91697,0.0045067,0.20403,p02029
0.97854,0.0099391,0.83457,p02030
0.89943,0.0041437,0.82394,p02031
0.83772,0.0055254,0.11096,p02032
0.92338,0.0031262,0.60447,p02033
1.1528,0.0064824,0.40745,p02034
1.0589,0.001969,0.15632,p02035
1.1599,0.0027558,0.89815,p02036
1.1902,0.005001,0.47989,p02037
1.0958,0.0011738,0.40909,p02038
0.83728,0.0045743,0.20973,p02039
1.0314,0.0076785,0.34413,p02040
1.0206,0.0071965,0.6527,p02041
0.8206,0.0047422,0.48594,p02042
0.85044,0.0017135,0.69779,p02043
0.96882,0.0046471,0.76408,p02044
1.1899,0.00202,0.25914,p02045
1.1957,0.0016457,0.49704,p02046
1.0292,0.0039967,0.69267,p02047
1.1575,0.0087355,0.67961,p02048
0.82904,0.009809,0.36226,p02049
1.0885,0.0099736,0.80654,p02050
0.80163,0.0075313,0.78015,p02051
1.1362,0.0017213,0.57276,p02052
1.1629,0.00053322,0.73336,p02053
1.0807,0.0047613,0.16053,p02054
1.158,0.006361,0.67927,p02055
1.1042,0.00052667,0.89529,p02056
0.89983,0.0017048,0.65429,p02057
1.1722,8.8254e-05,0.4282,p02058
0.86151,0.0033314,0.20193,p02059
1.1165,0.0049224,0.5668,p02060
1.1534,0.0021198,0.83407,p02061
1.1494,0.00037037,0.18865,p02062
1.1717,0.0048685,0.318,p02063
0.90389,0.0014496,0.83546,p02064
0.99494,0.0013087,0.44537,p02065
1.0009,0.0062268,0.50321,p02066
0.85779,0.0027578,0.63372,p02067
1.1989,0.0036009,0.50609,p02068
1.0599,0.0080704,0.13339,p02069
1.1608,0.009252,0.86327,p02070
0.82937,0.0099131,0.46332,p02071
1.1243,0.0017435,0.84895,p02072
0.82532,0.00095219,0.7626,p02073
0.94751,0.0097778,0.74089,p02074
1.041,0.0029479,0.72094,p02075
0.8651,0.00074717,0.72157,p02076
1.0688,0.00259,0.77781,p02077
0.87515,0.0018834,0.44396,p02078
0.96962,0.00066636,0.31685,p02079
1.1641,0.0071178,0.54588,p02080
1.1719,0.00046736,0.30611,p02081
0.9562,0.0061495,0.36585,p02082
0.86489,0.0067137,0.84548,p02083
0.9716,0.0038655,0.10965,p02084
1.1884,0.0029216,0.24698,p02085
0.89136,0.0023403,0.32117,p02086
1.0076,0.0033529,0.74434,p02087
1.0345,0.0051237,0.44744,p02088
0.97444,0.0077829,0.69622,p02089
1.0826,0.0011246,0.55178,p02090
1.0185,0.008601,0.8309,p02091
0.87407,0.0060042,0.21028,p02092
0.92232,0.0059482,0.31771,p02093
1.1036,0.0089588,0.62369,p02094
0.97099,0.0061406,0.48156,p02095
1.1549,0.0068388,0.37545,p02096
1.0604,0.0019541,0.71585,p02097
0.98115,0.0050653,0.16834,p02098
1.0238,0.0058784,0.76701,p02099
0.85064,0.00066863,0.88692,p02100
1.0849,0.0018128,0.78967,p02101
0.92567,0.0026345,0.3256,p02102
0.87022,0.0044026,0.87804,p02103
0.90276,0.0025522,0.5455,p02104
0.95039,0.0061825,0.10187,p02105
1.0565,0.002935,0.40645,p02106
1.1372,0.0083237,0.18452,p02107
